==== START logs for container kube-controller-manager of pod kube-system/kube-controller-manager-kind-1-control-plane ====
I1223 13:19:17.852934       1 serving.go:348] Generated self-signed cert in-memory
I1223 13:19:18.177800       1 controllermanager.go:178] Version: v1.25.3
I1223 13:19:18.177832       1 controllermanager.go:180] "Golang settings" GOGC="" GOMAXPROCS="" GOTRACEBACK=""
I1223 13:19:18.179096       1 dynamic_cafile_content.go:157] "Starting controller" name="request-header::/etc/kubernetes/pki/front-proxy-ca.crt"
I1223 13:19:18.179507       1 secure_serving.go:210] Serving securely on 127.0.0.1:10257
I1223 13:19:18.179753       1 leaderelection.go:248] attempting to acquire leader lease kube-system/kube-controller-manager...
I1223 13:19:18.180028       1 tlsconfig.go:240] "Starting DynamicServingCertificateController"
I1223 13:19:18.180208       1 dynamic_cafile_content.go:157] "Starting controller" name="client-ca-bundle::/etc/kubernetes/pki/ca.crt"
E1223 13:19:22.552926       1 leaderelection.go:330] error retrieving resource lock kube-system/kube-controller-manager: leases.coordination.k8s.io "kube-controller-manager" is forbidden: User "system:kube-controller-manager" cannot get resource "leases" in API group "coordination.k8s.io" in the namespace "kube-system"
I1223 13:19:26.512663       1 leaderelection.go:258] successfully acquired lease kube-system/kube-controller-manager
I1223 13:19:26.512879       1 event.go:294] "Event occurred" object="kube-system/kube-controller-manager" fieldPath="" kind="Lease" apiVersion="coordination.k8s.io/v1" type="Normal" reason="LeaderElection" message="kind-1-control-plane_3daba3d6-3ef4-45de-9240-135f59b5d2f6 became leader"
I1223 13:19:26.522216       1 shared_informer.go:255] Waiting for caches to sync for tokens
I1223 13:19:26.542353       1 controllermanager.go:603] Started "horizontalpodautoscaling"
I1223 13:19:26.542411       1 horizontal.go:168] Starting HPA controller
I1223 13:19:26.542990       1 shared_informer.go:255] Waiting for caches to sync for HPA
I1223 13:19:26.557688       1 controllermanager.go:603] Started "disruption"
I1223 13:19:26.558637       1 disruption.go:421] Sending events to api server.
I1223 13:19:26.558975       1 disruption.go:432] Starting disruption controller
I1223 13:19:26.559007       1 shared_informer.go:255] Waiting for caches to sync for disruption
I1223 13:19:26.570753       1 controllermanager.go:603] Started "csrcleaner"
I1223 13:19:26.570937       1 cleaner.go:82] Starting CSR cleaner controller
I1223 13:19:26.582763       1 controllermanager.go:603] Started "podgc"
I1223 13:19:26.583328       1 gc_controller.go:99] Starting GC controller
I1223 13:19:26.583618       1 shared_informer.go:255] Waiting for caches to sync for GC
I1223 13:19:26.593568       1 controllermanager.go:603] Started "replicaset"
I1223 13:19:26.593754       1 replica_set.go:205] Starting replicaset controller
I1223 13:19:26.594073       1 shared_informer.go:255] Waiting for caches to sync for ReplicaSet
I1223 13:19:26.601642       1 node_ipam_controller.go:91] Sending events to api server.
I1223 13:19:26.622711       1 shared_informer.go:262] Caches are synced for tokens
I1223 13:19:36.613272       1 range_allocator.go:76] Sending events to api server.
I1223 13:19:36.613404       1 range_allocator.go:110] No Secondary Service CIDR provided. Skipping filtering out secondary service addresses.
I1223 13:19:36.613425       1 controllermanager.go:603] Started "nodeipam"
I1223 13:19:36.613553       1 node_ipam_controller.go:154] Starting ipam controller
I1223 13:19:36.613580       1 shared_informer.go:255] Waiting for caches to sync for node
E1223 13:19:36.620826       1 core.go:92] Failed to start service controller: WARNING: no cloud provider provided, services of type LoadBalancer will fail
W1223 13:19:36.620872       1 controllermanager.go:581] Skipping "service"
I1223 13:19:36.649460       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for deployments.apps
I1223 13:19:36.649524       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for poddisruptionbudgets.policy
I1223 13:19:36.649542       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for limitranges
I1223 13:19:36.649555       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for roles.rbac.authorization.k8s.io
I1223 13:19:36.649566       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for jobs.batch
I1223 13:19:36.649577       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for ingresses.networking.k8s.io
I1223 13:19:36.649611       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for rolebindings.rbac.authorization.k8s.io
I1223 13:19:36.649659       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for statefulsets.apps
I1223 13:19:36.649767       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for podtemplates
I1223 13:19:36.649891       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for leases.coordination.k8s.io
I1223 13:19:36.649932       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for networkpolicies.networking.k8s.io
